feature_id,feature_name,category,summary,purpose,owner_volume,supporting_volumes,implementation_status,release_stage,priority,initial_release_required,groundwork_required_now,platform_availability,edition_availability,dependencies,risk_level,safety_classification,UX_location,API_or_service_owner,acceptance_summary,design_evidence,implementation_evidence,test_evidence,release_evidence,blocker,tentative_start_window,tentative_completion_window,timeline_confidence,release_history,replacement_feature,deprecation_notes
FEAT-0209,Structured trade journal (DS-JRN-001),18 Journaling and reviews,"Structured capture of thesis, execution, outcome, and lessons per trade.",Already-approved requirement; expansion registry cross-references it.,DS-002,,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"A journal entry captures thesis, execution, and outcome fields for a specific trade and is retrievable by that trade's identifier.",docs/codex/Volume-02-Product/requirements/DS-JRN-Journal-and-Review.md,None,None,None -- not released,None,TBD,TBD,Medium,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0210,Daily/weekly review (DS-JRN-003/004),18 Journaling and reviews,Structured daily/weekly performance and discipline review.,Already-approved requirement; expansion registry cross-references it.,DS-002,,Planned,Stage 5 -- Initial Commercial Release,High,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,A daily/weekly review aggregates the period's journal entries into the defined summary fields without requiring manual re-entry of trade data.,docs/codex/Volume-02-Product/requirements/DS-JRN-Journal-and-Review.md,None,None,None -- not released,None,TBD,TBD,Medium,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0211,Journal retention and deletion (DS-JRN-007),18 Journaling and reviews,User-controlled retention/deletion of journal content.,Already-approved requirement; expansion registry cross-references it.,DS-002,DS-023,Designed,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"A user can delete their own journal content and it is removed within the account's documented retention/deletion window, consistent with DS-JRN-007.",docs/codex/Volume-02-Product/requirements/DS-JRN-Journal-and-Review.md,None,None,None -- not released,None,TBD,TBD,Medium,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0212,Safe progression (DS-JRN-006),18 Journaling and reviews,"Optional gamified progression rewarding process discipline, not raw activity.",Already-approved as Future/Exploratory; carried forward unchanged (never Planned).,DS-002,,Future,Stage 8 -- Strategy Ecosystem and Private Collaboration,Low,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,docs/codex/Volume-02-Product/requirements/DS-JRN-Journal-and-Review.md,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0213,Selected options intelligence (product),19 Options,The Stage 5 initial-release scope of options-related features.,See Market Data category's data-layer entry; this is the product-feature layer.,DS-002,,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,The Stage 5 options-intelligence scope is limited to the specific capabilities enumerated for initial release; any options capability outside that enumerated scope is explicitly out of scope for Stage 5.,Not Yet Designed,None,None,None -- not released,Depends on options data provider selection.,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0214,Full options-chain analytics (future),19 Options,Complete options-chain/greeks analytics suite.,Long-term options-feature completeness.,DS-002,,Future,Stage 7 -- Platform and TradingView-Style Expansion,Low,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0215,Tax reporting,20 Tax and budget,Realized gain/loss and tax-lot reporting.,Support year-end tax preparation from trading activity.,DS-002,,Idea,Stage 7 -- Platform and TradingView-Style Expansion,Medium,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,docs/development/DARKSAGE_FOUNDER_IDEA_COVERAGE.md row #13 (backlog),None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0216,Budgeting tools,20 Tax and budget,Personal budgeting features connected to trading/portfolio activity.,Broaden personal-finance value beyond trading alone.,DS-002,,Idea,Stage 8 -- Strategy Ecosystem and Private Collaboration,Low,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,docs/development/DARKSAGE_FOUNDER_IDEA_COVERAGE.md row #14 (backlog),None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0217,Private collaboration,21 Collaboration and social,"Share research/watchlists within a private, invited group.",Support small-team/friend-group collaboration without a public network.,DS-022,DS-020,Idea,Stage 8 -- Strategy Ecosystem and Private Collaboration,Medium,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0218,Shared research,21 Collaboration and social,Share a research note/thesis with a private collaborator.,See Private Collaboration.,DS-022,,Idea,Stage 8 -- Strategy Ecosystem and Private Collaboration,Low,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0219,Shared watchlists (private),21 Collaboration and social,Share a watchlist within a private team.,See Private Collaboration.,DS-022,,Idea,Stage 8 -- Strategy Ecosystem and Private Collaboration,Low,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0220,Private teams,21 Collaboration and social,Named private group with membership and permissions.,Structural basis for private collaboration.,DS-022,DS-020,Idea,Stage 8 -- Strategy Ecosystem and Private Collaboration,Medium,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Medium,Deterministic-Authoritative,TBD,TBD,"A private team's content/activity is visible only to its named members, verified by attempting access as a non-member.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0221,Paper-trading competitions,21 Collaboration and social,Structured paper-trading competitions among users.,Engagement/education feature.,DS-022,,Idea,Stage 8 -- Strategy Ecosystem and Private Collaboration,Low,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0222,Creator profiles,21 Collaboration and social,Public profile for a strategy/content creator.,Foundation for the developer/creator ecosystem.,DS-022,,Idea,Stage 8 -- Strategy Ecosystem and Private Collaboration,Low,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0223,Strategy distribution,21 Collaboration and social,Mechanism for a creator to distribute a strategy to other users.,Long-term ecosystem capability.,DS-022,DS-002,Idea,Stage 8 -- Strategy Ecosystem and Private Collaboration,Low,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,High,Deterministic-Authoritative,TBD,TBD,A creator can distribute a strategy to another named user/team without exposing the strategy's underlying source beyond the distribution's configured permission (e.g. run-only vs. view-source).,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0224,Verified performance,21 Collaboration and social,Independently-verified (not self-reported) performance track record for a distributed strategy.,Prevent unverified performance claims (explicitly rejected as a launch capability without verification).,DS-022,DS-002,Idea,Stage 8 -- Strategy Ecosystem and Private Collaboration,Medium,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,High,Deterministic-Authoritative,TBD,TBD,No performance claim is ever presented without an independent verification mechanism.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0225,Public strategy marketplace (long-term backlog),21 Collaboration and social,Public marketplace for buying/selling/distributing strategies.,Long-term ecosystem monetization; explicitly not part of initial release.,DS-022,,Idea,"Stage 9 -- Marketplace, Global, and Institutional Expansion",Low,No,Decision Pending,Windows;Web;iOS;Android,Founder;Customer,FEAT-0224;FEAT-0261,High,Deterministic-Authoritative,TBD,TBD,No strategy appears in the public marketplace without a verified performance record (FEAT-0224) and an assigned version (FEAT-0261).,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0226,Anonymous public copy trading (explicitly rejected at launch),21 Collaboration and social,"Unverified, anonymous copy-trading of another user's activity.",Explicitly rejected as a launch capability due to unverified-performance and safety risk.,DS-022,,Deprecated,"Stage 9 -- Marketplace, Global, and Institutional Expansion",Low,No,Explicitly Rejected,Windows;Web;iOS;Android,Founder;Customer,,Critical,Deterministic-Authoritative,TBD,TBD,"No anonymous public copy-trading capability exists in any release prior to a dedicated future verification/safety redesign; the capability is absent, not merely hidden.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,Never implemented; explicitly rejected at launch per foundation instructions. May be revisited only with full verification/safety design in a future pass.
FEAT-0227,Public paid signal marketplace (explicitly rejected at launch),21 Collaboration and social,"Marketplace for paid, unverified trading signals.",Explicitly rejected as a launch capability due to unverified-claim and safety risk.,DS-022,,Deprecated,"Stage 9 -- Marketplace, Global, and Institutional Expansion",Low,No,Explicitly Rejected,Windows;Web;iOS;Android,Founder;Customer,,Critical,Deterministic-Authoritative,TBD,TBD,"No public paid-signal marketplace capability exists in any release; the capability is absent, not merely hidden.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,Never implemented; explicitly rejected at launch per foundation instructions.
FEAT-0228,iPhone companion app,22 Mobile,Native iOS companion application.,Support the Stage 5 mobile-companion commitment.,DS-016,DS-002,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,iOS,Founder;Customer,,Low,N/A,TBD,TBD,"The iOS companion app installs from the App Store and authenticates against the same account system as desktop/web, with feature scope limited to what DS-016 defines for mobile.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0229,Android companion app,22 Mobile,Native Android companion application.,Support the Stage 5 mobile-companion commitment.,DS-016,DS-002,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,Android,Founder;Customer,,Low,N/A,TBD,TBD,"The Android companion app installs from the Play Store and authenticates against the same account system as desktop/web, mirroring FEAT-0228 for Android.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0230,Mobile kill switches,22 Mobile,Remote kill-switch control from a mobile device.,See DS-020 for full detail.,DS-020,DS-016,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,iOS;Android,Founder;Customer,FEAT-0185;FEAT-0228;FEAT-0229,High,Deterministic-Authoritative,TBD,TBD,"A mobile-triggered kill switch (any scope) has the identical halting effect as the same kill switch triggered from desktop, verified against the same order-submission path.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0231,Web account/dashboard,23 Web,Authenticated web surface for account/dashboard management.,Support the Stage 5 web commitment.,DS-016,,Planned,Stage 4 -- Customer Cloud Beta,Critical,Yes,Can Be Added Later Without Current Architectural Work,Web,Founder;Customer,,Low,N/A,TBD,TBD,The web account/dashboard surface authenticates against the same account system as desktop/mobile and reflects the same entitlement state.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0232,Public marketing website,23 Web,"Public, unauthenticated informational/marketing site.","Customer acquisition surface, distinct from the authenticated web dashboard.",DS-022,,Idea,Stage 4 -- Customer Cloud Beta,Medium,No,Can Be Added Later Without Current Architectural Work,Web,N/A,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0233,Windows desktop packaging,24 Platforms and distribution,Installer/auto-update packaging for the primary desktop platform.,Primary platform for the Founder Workstation and initial release.,DS-016,,Planned,Stage 1 -- Local Technical Foundation,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows,Founder;Customer,,Low,N/A,TBD,TBD,The Windows desktop installer installs and auto-updates the application without requiring manual file replacement by the user.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Medium,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0234,macOS packaging (backlog),24 Platforms and distribution,macOS-native packaging.,Not scheduled; groundwork tracked only.,DS-016,,Idea,Stage 7 -- Platform and TradingView-Style Expansion,Low,No,Decision Pending,macOS,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0235,Linux packaging compatibility,24 Platforms and distribution,Groundwork ensuring the build system is capable of Linux packaging later.,"Groundwork Required Now per foundation instructions, even though no Linux release is scheduled.",DS-016,,Idea,Stage 7 -- Platform and TradingView-Style Expansion,Low,No,Groundwork Required Now,Linux,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0236,Release channel model,24 Platforms and distribution,Stable/beta/internal release channels.,Support staged rollout of new capability.,DS-016,,Idea,Stage 3 -- Founder Workstation Beta,Medium,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0237,Subscription billing,25 Subscriptions and entitlements,Core recurring-billing mechanics.,Monetize the Customer Edition.,DS-019,,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Customer,,Low,N/A,TBD,TBD,A subscription tier's billing state transitions (active/past-due/canceled) are reflected in the account's entitlements within one billing-webhook processing cycle.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0238,Trials,25 Subscriptions and entitlements,Time-limited trial access before paid conversion.,Reduce friction to first value.,DS-019,,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Customer,,Low,N/A,TBD,TBD,"A trial account's entitlements match its trial tier exactly and revert to the free/base tier automatically at trial expiry, with no manual step required.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0239,Grace mode,25 Subscriptions and entitlements,"Restricted, non-destructive state when a subscription lapses.",Never silently delete user data on lapse.,DS-019,,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Customer,FEAT-0237,Low,Deterministic-Authoritative,TBD,TBD,"An account entering grace mode (lapsed subscription) retains read/exit-only access as defined, and cannot submit new automated or manual entry orders while in grace mode.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0240,Cancellation and data export,25 Subscriptions and entitlements,Cancellation flow with guaranteed pre-deletion data export.,Preserve user trust and DS-DAT-004 alignment.,DS-019,DS-002,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Customer,FEAT-0237,Low,N/A,TBD,TBD,A canceled account can export its historical data in a documented format before account/data deletion per the account's data-retention policy.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0241,Entitlement quota engine,25 Subscriptions and entitlements,"Enforces per-tier quotas (Sage usage, alerts, watchlists).",Technical foundation for tiered commercialization.,DS-019,DS-018,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Groundwork Required Now,Windows;Web;iOS;Android,Customer,FEAT-0237;FEAT-0127,Low,N/A,TBD,TBD,"A request beyond an account's tier-configured quota (Sage usage, alerts, watchlists) is rejected with an explicit quota-exceeded response, consistent with FEAT-0127's Sage-specific instance.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25); Initial-release status repair (2026-07-26): reclassified Idea -> Planned. Reason: Entitlement quota engine is the technical foundation tiered commercialization depends on; without it no subscription tier boundary can be enforced at launch.,,
FEAT-0242,Existing security architecture (DS-008 baseline),26 Security and privacy,The already-approved DS-SCA-NNN protected-asset/control catalog.,"Anchor every expansion security feature to the existing, unaltered authority.",DS-008,,Designed,Stage 1 -- Local Technical Foundation,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,Every control cataloged in DS-008's baseline that applies to the expansion surface is either implemented or explicitly tracked as a gap with an owner and target stage; no control is silently dropped.,"DS-008 (Security Architecture) -- an approved control catalog; no dedicated backend security module confirmed yet, so Designed rather than Implemented",None,None,None -- not released,None,TBD,TBD,High,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0243,Multi-factor authentication (see Accounts category),26 Security and privacy,Cross-reference to the Accounts-category MFA entry.,"Avoid duplicate primary ownership; DS-021 is primary, this entry documents the cross-link.",DS-021,,Planned,Stage 4 -- Customer Cloud Beta,Critical,Yes,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,High,Deterministic-Authoritative,TBD,TBD,"Multi-factor authentication is enforceable per account policy and, where required, blocks authentication completion until the second factor is verified.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0244,Device trust (see Accounts category),26 Security and privacy,Cross-reference to the Accounts-category device-trust entry.,Avoid duplicate primary ownership; DS-021 is primary.,DS-021,,Idea,Stage 4 -- Customer Cloud Beta,High,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Medium,Deterministic-Authoritative,TBD,TBD,"See FEAT-0008 (Device trust and revocation) for the authoritative acceptance criteria; this row is a cross-reference only, not an independent requirement.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0245,Secret management for distributed clients,26 Security and privacy,No secret is ever embedded in a shipped customer client.,Extend the existing DS-SEC-001 no-embedded-secret principle to every new client surface.,DS-021,DS-002,Designed,Stage 4 -- Customer Cloud Beta,Critical,Yes,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,High,Deterministic-Authoritative,TBD,TBD,A distributed client (mobile/web) never stores a Founder-private secret or credential in a form retrievable by inspecting the client build or its local storage.,DS-008 (Security Architecture) Section 26 (Mobile Control Security) / ARCHITECTURE.md Section 26; DS-021 skeleton,None,None,None -- not released,None,TBD,TBD,Medium,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0246,Founder-asset extraction resistance,26 Security and privacy,Code signing/attestation protecting Founder-only IP from customer-build extraction.,Protect the single highest-value asset class in the system.,DS-021,DS-015,Idea,Stage 4 -- Customer Cloud Beta,Critical,No,Groundwork Required Now,N/A,Founder,FEAT-0002,High,Deterministic-Authoritative,"N/A (security/build/deployment capability, not a user-visible client feature)",Build pipeline / deployment infrastructure,"Extraction-resistance controls prevent a Founder-private asset from being recoverable from a customer-distributed build artifact, verified by an automated scan of the built artifact, not by code review alone.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0247,Incident and recovery center,27 Reliability and recovery,User/operator-facing surface for detecting and resolving operational incidents.,Support the Stage 5 'incident and recovery center' commitment.,DS-023,,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,FEAT-0249,High,Deterministic-Authoritative,TBD,TBD,"An incident is detectable from observability data (FEAT-0249) within a defined latency, and the incident/recovery center presents the affected scope (accounts/strategies/brokers) without requiring manual log correlation.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0248,Backup and disaster recovery operations,27 Reliability and recovery,Operational backup/restore procedures built on DS-017's architecture.,Protect against data loss at the operational layer.,DS-023,DS-017,Planned,Stage 4 -- Customer Cloud Beta,Critical,Yes,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,High,Deterministic-Authoritative,TBD,TBD,"A restore from the most recent backup recovers account/position/order state to a point no older than the configured recovery-point objective, verified by a periodic restore drill.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25); Initial-release status repair (2026-07-26): reclassified Idea -> Planned. Reason: Backup/disaster-recovery operations are a minimum operational bar for any commercial product handling real trading data and money.,,
FEAT-0249,"Observability (logging, metrics, tracing)",27 Reliability and recovery,Instrumentation sufficient to diagnose production issues without exposing private data.,Support production reliability at customer scale.,DS-023,,Planned,Stage 4 -- Customer Cloud Beta,High,Yes,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Medium,Informational,TBD,TBD,"Every production incident can be diagnosed from logs/metrics/traces alone, without requiring access to a customer's private trading data to do so.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25); Initial-release status repair (2026-07-26): reclassified Idea -> Planned. Reason: Production observability (logging/metrics/tracing) is required to safely operate and support a live-trading commercial product at Stage 4/5.,,
FEAT-0250,Service-level objectives,27 Reliability and recovery,Defined availability targets for customer-facing services.,Set and communicate a reliability bar.,DS-023,,Idea,Stage 5 -- Initial Commercial Release,Medium,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0251,Cloud and model cost controls,27 Reliability and recovery,Technical guardrails against runaway cloud-hosting/Sage-model spend.,Protect commercial viability.,DS-023,DS-019;DS-018,Idea,Stage 4 -- Customer Cloud Beta,High,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Medium,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0252,Design system extension,28 Design system and accessibility,Extend DS-007's existing design system to the full expansion feature surface.,Maintain visual/interaction consistency as the product grows.,DS-022,DS-007,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,Every new UI surface added in the expansion feature set uses DS-007's existing design-system components/tokens rather than introducing parallel one-off styling.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,"Created in Product Expansion foundation pass (2026-07-25); Initial-release status repair (2026-07-26): reclassified Idea -> Planned. Reason: Whatever UI ships at initial commercial release must use the existing DS-007 design system; this is a continuous requirement of shipping at all, not an optional extra.",,
FEAT-0253,Accessibility (WCAG 2.2 AA) extension,28 Design system and accessibility,Extend DS-007's existing accessibility commitment to new surfaces.,Preserve accessibility as scope grows; do not let expansion regress the existing baseline.,DS-022,DS-007,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,Every new UI surface added in the expansion feature set passes the same WCAG 2.2 AA automated/manual checks DS-007 already applies to the Core surface.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25); Initial-release status repair (2026-07-26): reclassified Idea -> Planned. Reason: DS-007 already committed to a WCAG 2.2 AA baseline in the locked Core Codex; the expansion surface must not regress that commitment at launch.,,
FEAT-0254,Command palette,28 Design system and accessibility,Keyboard-driven command/search palette.,Power-user navigation efficiency.,DS-022,,Idea,Stage 6 -- Advanced Trading Expansion,Low,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0255,Progressive disclosure patterns,28 Design system and accessibility,UI patterns that reveal complexity only as needed.,Keep the product approachable despite growing feature depth.,DS-022,,Idea,Stage 5 -- Initial Commercial Release,Medium,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0256,Morning Brief,28 Design system and accessibility,"Daily summary surface (market context, portfolio state, watchlist highlights).",Support the Stage 5 'Morning Brief' commitment.,DS-022,DS-018;DS-002,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,"Advisory (Sage, non-authoritative)",TBD,TBD,"Morning Brief content is generated from real, current account/market data at delivery time; if data is unavailable, the brief states so rather than presenting stale content as current.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0257,Needs My Attention,28 Design system and accessibility,Prioritized surface of items requiring user action/review.,Support the Stage 5 'Needs My Attention' commitment.,DS-022,DS-002,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,N/A,TBD,TBD,"Needs My Attention surfaces only items that reflect a real, current condition (e.g. an actual pending rejection or risk breach), not a static or cached list.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0258,Customer account administration,29 Support and administration,"Plan changes, seat management, account-level administration for a customer.",See DS-019 for full detail.,DS-019,,Planned,Stage 5 -- Initial Commercial Release,Medium,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Customer,FEAT-0237,Low,N/A,TBD,TBD,"A customer can change plan tier or manage seats from account administration, with the change reflected in FEAT-0241's entitlement engine within one processing cycle.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,"Created in Product Expansion foundation pass (2026-07-25); Initial-release status repair (2026-07-26): reclassified Idea -> Planned. Reason: Basic customer account administration (plan changes, cancellation) is required for any commercial subscription launch; overlaps FEAT-0240 (Cancellation and data export).",,
